Artist and Title,Artist,Title,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Tainy - Adicto,Tainy,Adicto,728782174,241024,2019,Pop,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",pop reggaeton,reggaeton,trap latino,076aa375-009c-4233-bdb7-fb2d0d40a28f,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,USUM71912751,0.017,0.734,0.836,1.64e-05,10,0.179,-4.803,0,0.0735,80.002,0.623
Dalex - Pa Mí,Dalex,Pa Mí,726420558,133472,2019,R&B/Soul,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']",r&b en espanol,reggaeton,trap latino,79e26197-4279-498b-9226-42c6ef619462,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,QM9WM1900002,0.753,0.688,0.62,5.32e-06,11,0.157,-8.029,0,0.22,170.011,0.727
JACKBOYS - OUT WEST,JACKBOYS,OUT WEST,725819040,267861,2019,Pop,['pop rap'],pop rap,Unknown,Unknown,4d763128-6f94-4a72-918e-5329b5e98ece,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,USSM11914988,0.0104,0.802,0.591,0,8,0.196,-4.895,1,0.225,139.864,0.309
Dalex - Hola,Dalex,Hola,723221221,229781,2019,R&B/Soul,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']",r&b en espanol,reggaeton,trap latino,50b450a6-15ee-4c3c-825e-cdad76607718,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,QM9WM1900166,0.471,0.655,0.672,0,0,0.0767,-5.98,0,0.311,181.877,0.343
Reik - Me Niego,Reik,Me Niego,717190268,128678,2019,,,,,,e50317ca-1211-4ee9-8152-fa82c9e315ca,https://open.spotify.com/track/4ggiDYAkJ7Yk8d5xOr7Xjo,MXF011800071,0.0505,0.777,0.782,0,0,0.64,-4.435,0,0.0907,94.023,0.773
Camila Cabello - My Oh My,Camila Cabello,My Oh My,716253993,202737,2019,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,f1f5c131-5134-410f-9066-2b1068ccff53,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,USSM11914257,0.018,0.724,0.491,1.29e-05,8,0.0887,-6.024,1,0.0296,105.046,0.383
Lana Del Rey - Doin' Time,Lana Del Rey,Doin' Time,709677617,427899,2019,Pop,"['art pop', 'pop']",art pop,pop,Unknown,bc36df82-2c28-41ed-9211-07715d255d8b,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,GBUM71903894,0.404,0.641,0.559,0.00402,7,0.0937,-11.132,0,0.0355,144.982,0.523
Yot Club - YKWIM?,Yot Club,YKWIM?,708596390,526587,2019,Pop,['bedroom pop'],bedroom pop,Unknown,Unknown,b13bf10c-c5c2-4e77-a746-72d731d8ee45,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH,CAGOO1966522,0.937,0.372,0.537,0.873,9,0.287,-7.623,1,0.0305,123.735,0.228
5 Seconds of Summer - Teeth,5 Seconds of Summer,Teeth,705803958,340785,2019,Pop,"['boy band', 'pop']",boy band,pop,Unknown,5cef1a38-1162-4436-bab2-5e395f69e31a,https://open.spotify.com/track/3NxWJWftvkstyxvb1pZlFo,USUG11902528,0.0437,0.745,0.454,3.47e-06,3,0.0741,-2.986,0,0.0392,139.007,0.43
Baby Keem - ORANGE SODA,Baby Keem,ORANGE SODA,700050600,378995,2019,Hip-Hop/Rap,"['hip hop', 'rap']",hip hop,rap,Unknown,766a8f3a-306d-4b98-9fac-4cc725659dab,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,QM6N21900076,0.177,0.83,0.564,0,1,0.128,-7.822,1,0.235,85.042,0.107
Sech - Otro Trago,Sech,Otro Trago,698847682,83014,2019,Pop,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",panamanian pop,reggaeton,trap latino,2e9018f2-807f-4fa6-abe8-72af4320e107,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,QM9WM1900138,0.0711,0.725,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,0.763
Katy Perry - Never Really Over,Katy Perry,Never Really Over,697077305,98637,2019,Pop,['pop'],pop,Unknown,Unknown,74dc0038-3485-470c-9c77-d110906926a6,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,USUM71901873,0.194,0.77,0.882,0,8,0.316,-4.792,1,0.0602,99.991,0.385
Alan Walker - On My Way,Alan Walker,On My Way,695769622,361777,2019,Electronic/Dance,['electro house'],electro house,Unknown,Unknown,4b00fd77-2808-41a8-a291-b76ed671618b,https://open.spotify.com/track/3BomnHfqKZCdPJC9bkGBjE,NOG841901010,0.0291,0.522,0.697,0,1,0.319,-5.288,0,0.103,169.775,0.235
Labrinth - Still Don't Know My Name,Labrinth,Still Don't Know My Name,687234396,216815,2019,Pop,"['indie poptimism', 'pop']",indie poptimism,pop,Unknown,6b3deac8-cb6a-423d-b150-ebe020dbbf26,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,USQX91902507,0.471,0.316,0.63,0.262,5,0.205,-5.963,1,0.117,89.643,0.313
Marshmello - Here With Me,Marshmello,Here With Me,686980240,169472,2019,Electronic/Dance,"['brostep', 'edm', 'pop', 'progressive electro house']",brostep,edm,pop,54e6a39b-17e6-4c42-8b69-d0ef7fbf8f08,https://open.spotify.com/track/2jpKZFnBk98Ud3EoZiBOTf,USUG11900610,0.0647,0.792,0.566,0,5,0.157,-3.935,0,0.0438,99.961,0.189
Harry Styles - Lights Up,Harry Styles,Lights Up,686237112,95202,2019,Pop,['pop'],pop,Unknown,Unknown,51d56816-07f9-49e4-8a47-0dbdc1f8d845,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,USSM11910404,0.0392,0.575,0.621,0.0045,10,0.141,-8.165,0,0.032,101.987,0.27
Calvin Harris - Giant,Calvin Harris,Giant,678043294,163541,2019,Pop,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",dance pop,edm,electro house,67418e20-e286-4aa3-a448-f6aa717a732f,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,GBARL1801703,0.016,0.807,0.887,0.000503,1,0.0811,-4.311,0,0.0361,122.015,0.606
Rauw Alejandro - Fantasias,Rauw Alejandro,Fantasias,673189038,153868,2019,Pop,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",puerto rican pop,reggaeton,trap latino,709b14e4-22d0-4ba8-82ce-40704b1f234d,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV,QZHN22000001,0.206,0.816,0.72,0,1,0.277,-4.454,1,0.0684,94.004,0.78
R3HAB - All Around The World (La La La),R3HAB,All Around The World (La La La),672692802,244278,2019,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",dutch house,edm,electro house,,,,,,,,,,,,,,
Taylor Swift - Paper Rings,Taylor Swift,Paper Rings,670500299,331286,2019,Pop,['pop'],pop,Unknown,Unknown,f0dfd35c-71f6-4b85-9b9e-4c1926b60ecf,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,USUG11901478,0.0129,0.811,0.719,1.36e-05,9,0.0742,-6.553,1,0.0497,103.979,0.865
Rels B - A Mí,Rels B,A Mí,668570970,577241,2019,R&B/Soul,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",r&b en espanol,spanish hip hop,trap latino,a418f295-09c3-4477-abb3-e850b3ae9274,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,QM4TW1987698,0.241,0.846,0.548,0.0713,1,0.0419,-6.397,1,0.256,94.925,0.516
Martin Garrix - Summer Days,Martin Garrix,Summer Days,660191224,161578,2019,Electronic/Dance,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",dutch edm,edm,pop,9831c67a-6326-4668-8565-a6454b434e9e,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,NLM5S1900528,0.179,0.661,0.723,1.23e-05,5,0.14,-6.976,0,0.0566,113.778,0.316
DaBaby - Suge,DaBaby,Suge,652587432,73500,2019,Hip-Hop/Rap,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",hip hop,north carolina hip hop,pop rap,5eeb2d1c-11ac-4573-b051-0c9cc439c0f6,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,USUM71902966,0.0608,0.876,0.662,0,2,0.127,-6.482,0,0.426,75.445,0.844
Billie Eilish - all the good girls go to hell,Billie Eilish,all the good girls go to hell,651297851,173933,2019,Pop,"['art pop', 'pop']",art pop,pop,Unknown,1e5c5170-2272-45e4-8848-8aa1bb2267c1,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,USUM71900766,0.283,0.726,0.444,0.143,8,0.177,-8.922,0,0.372,185.044,0.569
Sam Fischer - This City,Sam Fischer,This City,641736305,130749,2019,Pop,"['australian pop', 'singer-songwriter pop']",australian pop,singer-songwriter pop,Unknown,c55b4d74-1e77-4b63-b200-add3b30ee8cb,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,TCADL1840559,0.733,0.605,0.377,0,11,0.0808,-6.213,1,0.0443,73.877,0.519
"Tyler, The Creator - NEW MAGIC WAND","Tyler, The Creator",NEW MAGIC WAND,641530813,353133,2019,Hip-Hop/Rap,"['hip hop', 'rap']",hip hop,rap,Unknown,59d0cce4-fe93-471e-bcb7-321dd5e47b37,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,USQX91901115,0.0967,0.621,0.73,0.000131,5,0.673,-5.414,0,0.107,139.566,0.464
The Chainsmokers - Takeaway,The Chainsmokers,Takeaway,637101479,92246,2019,Pop,['pop'],pop,Unknown,Unknown,f4a566d1-04b5-4eea-b11c-3b48772c6d63,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,USQX91901353,0.126,0.528,0.511,0,3,0.101,-8.144,1,0.0324,100.1,0.351
Post Malone - Take What You Want,Post Malone,Take What You Want,636909589,215216,2019,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop,6e289c84-e817-4baf-9080-65133b7665c3,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,USUM71915731,0.0903,0.498,0.8,0,1,0.147,-2.665,0,0.0503,139.918,0.272
Labrinth - Mount Everest,Labrinth,Mount Everest,635270272,499340,2019,Pop,"['indie poptimism', 'pop']",indie poptimism,pop,Unknown,c773346b-aeb3-4843-917e-57979b5d35ea,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2,GBHMU1800032,0.236,0.494,0.428,0.0698,0,0.0816,-7.239,0,0.205,87.724,0.44
OneRepublic - Rescue Me,OneRepublic,Rescue Me,630439585,160989,2019,Pop,"['piano rock', 'pop']",piano rock,pop,Unknown,6e5dad59-fc98-47ef-8397-b448da2de827,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,USUM71907507,0.156,0.759,0.605,0,7,0.694,-7.737,1,0.0433,121.049,0.64
Joji - Sanctuary,Joji,Sanctuary,630329822,228667,2019,Pop,[],Unknown,Unknown,Unknown,63fe27f1-1682-4a3b-a267-ef027587b93f,https://open.spotify.com/track/4VQH4VluDUOsOuDxccTeyN,ZZOPM2002183,0.394,0.551,0.639,0.000141,1,0.373,-7.475,1,0.123,167.809,0.326
"Alan Walker - Alone, Pt. II",Alan Walker,"Alone, Pt. II",624939157,287991,2019,Electronic/Dance,['electro house'],electro house,Unknown,Unknown,1e0c3a8d-ce14-43a1-a142-19253cb7d25a,https://open.spotify.com/track/28VbwtsYnj85UEODGpQRem,NOG841907010,0.539,0.673,0.659,0,3,0.129,-4.493,0,0.0439,88.011,0.628
James Arthur - Car's Outside,James Arthur,Car's Outside,620499497,811126,2019,Pop,"['pop', 'talent show', 'uk pop']",pop,talent show,uk pop,fcad2cfd-6065-409d-b1ac-83a46f1a1294,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt,DEE861903416,0.039,0.338,0.562,0,9,0.107,-7.181,1,0.029,149.907,0.259
Maluma - HP,Maluma,HP,620378970,87300,2019,Pop,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",latin pop,reggaeton,reggaeton colombiano,3fd519d9-8f88-4e32-b954-f30bf3b303c9,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,USSD11900034,0.252,0.837,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,0.618
Ghost - Mary On A Cross,Ghost,Mary On A Cross,620179416,460841,2019,Rock,"['hard rock', 'metal']",hard rock,metal,Unknown,4543c81c-7937-437d-8b0a-df49db28d200,https://open.spotify.com/track/2wBnZdVWa5jVpvYRfGU7rP,USC4R1902750,0.000288,0.463,0.898,0.000236,11,0.111,-4.462,1,0.0467,129.987,0.563
The Chainsmokers - Call You Mine,The Chainsmokers,Call You Mine,616384172,66364,2019,Pop,['pop'],pop,Unknown,Unknown,148d5857-7710-485a-bfe2-84852b4de557,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,USQX91901124,0.204,0.585,0.696,0,4,0.344,-5.6,0,0.0307,104.01,0.522
Dayglow - Can I Call You Tonight?,Dayglow,Can I Call You Tonight?,613701544,265833,2019,Indie/Alternative,"['austindie', 'indie rock', 'pov: indie']",austindie,indie rock,pov: indie,9b0a44ef-5f0b-49d3-87d1-bccae88938fd,https://open.spotify.com/track/61OJxhoY3Ix50rYVKo8zRK,TCADL1825079,0.134,0.641,0.842,0.911,9,0.419,-7.27,1,0.0292,129.978,0.499
Rauw Alejandro - El Efecto,Rauw Alejandro,El Efecto,608810926,436309,2019,Pop,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",puerto rican pop,reggaeton,trap latino,e6da0cca-4924-45fe-946f-2f7214de7dd6,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj,QM4TX1940916,0.406,0.849,0.781,0,0,0.0801,-4.635,0,0.159,84.041,0.893
YOASOBI - 夜に駆ける,YOASOBI,夜に駆ける,604184850,255962,2019,Pop,"['j-pop', 'japanese teen pop']",j-pop,japanese teen pop,Unknown,d70e8ab1-21e4-4468-983b-11fea9e3b18e,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,JPP301900716,0.00231,0.67,0.874,1.72e-05,8,0.3,-5.221,1,0.0305,130.041,0.789
Camilo - Tutu,Camilo,Tutu,601974227,111298,2019,Pop,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']",colombian pop,latin pop,latin viral pop,e42ab38e-f516-4be5-8334-2b0b82fd8fdc,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,USSD11900263,0.273,0.731,0.832,0,9,0.0665,-2.592,1,0.0503,146.013,0.94
NF - The Search,NF,The Search,601844502,262650,2019,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown,d5387bb6-a3a9-4fbb-88c0-49d587492063,https://open.spotify.com/track/3oLe5ZILASG8vU5dxIMfLY,USUM71907048,0.598,0.789,0.789,0,2,0.099,-4.813,1,0.298,119.95,0.37
Bazzi - Paradise,Bazzi,Paradise,599321309,104643,2019,Pop,['pop'],pop,Unknown,Unknown,95ab158d-ee8a-4719-8242-320c9110e1ab,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,USAT21901897,0.0828,0.844,0.644,0,11,0.113,-6.273,0,0.0479,122.061,0.591
Bazzi - I.F.L.Y.,Bazzi,I.F.L.Y.,599197855,78536,2019,Pop,['pop'],pop,Unknown,Unknown,d8733d2e-ade1-4907-9a90-87a9ae1b282c,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,USAT21903826,0.379,0.812,0.519,0,2,0.13,-4.823,1,0.0385,104.954,0.554
Kehlani - Nights Like This,Kehlani,Nights Like This,596652352,160145,2019,Pop,"['pop', 'r&b', 'rap']",pop,r&b,rap,58300b76-a8ea-4d5f-9364-a173d98e7fee,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,USAT21813049,0.367,0.61,0.725,0,8,0.154,-5.131,1,0.15,146.163,0.291
Sasha Alex Sloan - Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,591264767,278283,2019,Hip-Hop/Rap,['alt z'],alt z,Unknown,Unknown,e1ffd6e4-20d9-45aa-b382-49383dbb9481,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,USRC11901644,0.768,0.629,0.328,2.5e-05,11,0.103,-8.284,1,0.029,74.953,0.389
Luke Combs - Beer Never Broke My Heart,Luke Combs,Beer Never Broke My Heart,590586421,615051,2019,World/Traditional,"['contemporary country', 'country']",contemporary country,country,Unknown,3a4ad198-ad23-4bc5-a287-3790dbe5a7ad,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx,US6XF1700264,0.0139,0.538,0.863,0,1,0.0874,-4.483,1,0.0481,77.001,0.637
Sam Feldt - Post Malone,Sam Feldt,Post Malone,589729577,76140,2019,Electronic/Dance,"['edm', 'pop dance', 'progressive electro house', 'tropical house']",edm,pop dance,progressive electro house,f967316e-0b0a-4975-b444-43372f2ac84d,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,NLZ541900734,0.0771,0.59,0.642,0,7,0.105,-3.87,1,0.122,107.356,0.651
Arcángel - Sigues Con El,Arcángel,Sigues Con El,588846657,91504,2019,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino,65c928de-f70a-4ebc-bd5f-3f4749862496,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,QMFME1942300,0.11,0.883,0.668,0.000529,9,0.0734,-2.957,1,0.113,87.972,0.676
Sebastian Yatra - Un Año,Sebastian Yatra,Un Año,584902116,145726,2019,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",colombian pop,latin pop,reggaeton,464746e0-e229-44b0-bf1a-13a8df2ea311,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,USUM71821048,0.144,0.773,0.379,0,1,0.133,-7.062,0,0.0537,94.947,0.518
YNW Melly - Suicidal,YNW Melly,Suicidal,582351993,161357,2019,Hip-Hop/Rap,"['melodic rap', 'rap']",melodic rap,rap,Unknown,b12bacb8-f484-4c07-89d8-3db2f1dce8c4,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,QMCE32000089,0.474,0.655,0.441,0,9,0.099,-5.245,0,0.0629,139.957,0.273
"ROSALÍA - Yo x Ti, Tu x Mi",ROSALÍA,"Yo x Ti, Tu x Mi",580996548,123217,2019,Pop,"['pop', 'r&b en espanol']",pop,r&b en espanol,Unknown,6e172122-9b49-40d1-a199-7c13a06f0ffd,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,USSM11900596,0.462,0.78,0.759,0.000868,1,0.143,-3.292,1,0.225,91.952,0.579
Ava Max - So Am I,Ava Max,So Am I,580858800,155384,2019,Pop,['pop'],pop,Unknown,Unknown,be59ffa1-f25f-49cb-b014-c76d2d4a2ac4,https://open.spotify.com/track/2Xnv3GntqbBH1juvUYSpHG,USAT21900569,0.0748,0.681,0.657,0,6,0.353,-4.671,1,0.0432,130.089,0.628
Sia - Genius,Sia,Genius,579108557,226033,2019,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown,cec54f01-1b3b-49b3-bf43-f7e9708ec4ac,https://open.spotify.com/track/4xigPf2sigSPmuFH3qCelB,USQX91800798,0.0799,0.603,0.615,6.72e-05,11,0.117,-4.931,0,0.165,158.657,0.561
J Balvin - UN PESO,J Balvin,UN PESO,578970411,300547,2019,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino,f41a1d9e-11c3-4cc4-b811-8f59a3ff0df9,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa,USUM71911619,0.125,0.627,0.675,0,5,0.0784,-7.125,0,0.212,79.31,0.961
Zach Bryan - Heading South,Zach Bryan,Heading South,576904771,1183722,2019,World/Traditional,['classic oklahoma country'],classic oklahoma country,Unknown,Unknown,bc28cd00-0ed9-41bb-a452-87563cd0fd81,https://open.spotify.com/track/2Dct3GykKZ58hpWRFfe2Qd,TCAEL1937212,0.783,0.68,0.246,0,4,0.106,-14.112,1,0.058,110.23,0.388
Jeremy Zucker - you were good to me,Jeremy Zucker,you were good to me,574940917,124344,2019,Hip-Hop/Rap,"['alt z', 'electropop', 'pop']",alt z,electropop,pop,153939d7-09f9-4e53-bbf1-d10cf8a46fb0,https://open.spotify.com/track/4CxFN5zON70B3VOPBYbd6P,USUM71906797,0.913,0.561,0.0848,2.62e-05,2,0.112,-15.099,1,0.0404,102.128,0.206
Post Malone - Hollywood's Bleeding,Post Malone,Hollywood's Bleeding,570244986,216287,2019,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop,4448b8f6-0f30-4e5b-b729-248cdf427d97,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,USUM71915699,0.189,0.695,0.763,0.00242,0,0.0863,-3.497,1,0.0396,120.042,0.551
PUBLIC - Make You Mine,PUBLIC,Make You Mine,568837436,152670,2019,Hip-Hop/Rap,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']",conscious hip hop,east coast hip hop,golden age hip hop,8d2cbe76-2356-40cb-91a4-89ac77bbcc42,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,TCACE1578479,0.0128,0.606,0.799,0,9,0.15,-4.452,1,0.0261,103.014,0.638
Cardi B - Please Me,Cardi B,Please Me,566092106,250452,2019,Pop,"['pop', 'rap']",pop,rap,Unknown,ada1e177-d2ad-48fc-93dc-b3b093003283,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,USAT21811659,0.0642,0.747,0.57,0,1,0.0832,-6.711,1,0.081,133.992,0.65
Billie Eilish - listen before i go,Billie Eilish,listen before i go,565488733,180013,2019,Pop,"['art pop', 'pop']",art pop,pop,Unknown,7e5822c7-e6ef-4257-ad6c-a5cab05190f3,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,USUM71900772,0.935,0.319,0.0561,0.00384,0,0.388,-23.023,1,0.045,79.764,0.082
Lil Tecca - Love Me,Lil Tecca,Love Me,564323006,226455,2019,Hip-Hop/Rap,"['melodic rap', 'pluggnb', 'rap']",melodic rap,pluggnb,rap,1befa089-f7b6-4159-bb26-423158949c7b,https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI,SE6A91812468,0.632,0.719,0.538,0,11,0.135,-6.897,0,0.28,204.132,0.803
Sia - Thunderclouds,Sia,Thunderclouds,563926836,85971,2019,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown,af248258-77a3-412b-bcee-fea6c3c4224b,https://open.spotify.com/track/4lJNen4SMTIJMahALc3DcB,USQX91801532,0.0077,0.69,0.714,7.23e-05,7,0.191,-5.948,1,0.0338,112.009,0.489
Lana Del Rey - Cinnamon Girl,Lana Del Rey,Cinnamon Girl,563253968,684455,2019,Pop,"['art pop', 'pop']",art pop,pop,Unknown,753fa69f-ec8d-434c-acd7-692605e73c4d,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e,GBUM71903147,0.814,0.294,0.337,0.414,6,0.14,-10.614,0,0.036,91.781,0.135
Sech - Otro Trago,Sech,Otro Trago,560501659,89038,2019,Pop,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",panamanian pop,reggaeton,trap latino,2e9018f2-807f-4fa6-abe8-72af4320e107,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,QM9WM1900138,0.0711,0.725,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,0.763
Camila Cabello - Shameless,Camila Cabello,Shameless,558885601,567601,2019,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,3fef6206-3f26-489b-9513-1439792890d5,https://open.spotify.com/track/2ogKhhoMClkFXek7ZgxAhN,USSM11905431,0.0197,0.377,0.651,5.31e-05,4,0.174,-5.437,0,0.0589,129.607,0.0851
DJ Luian - Verte Ir,DJ Luian,Verte Ir,558067215,104689,2019,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap latino,966b1252-4041-41fd-8eb8-3c300c07cd58,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,QZ7B81700011,0.391,0.857,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,0.553
Dave - Location,Dave,Location,556852920,214506,2019,Pop,['clap and tap'],clap and tap,Unknown,Unknown,,,,,,,,,,,,,,
Marshmello - One Thing Right,Marshmello,One Thing Right,553538915,133322,2019,Electronic/Dance,"['brostep', 'edm', 'pop', 'progressive electro house']",brostep,edm,pop,80eb6173-6f9e-49f2-8ebc-f2c78a5c54cc,https://open.spotify.com/track/7gZXCjAy6nxKCQWLEeX4LZ,US6XF1800275,0.0644,0.659,0.625,0,4,0.582,-2.253,1,0.045,88.042,0.442
Nicky Jam - Te Robaré,Nicky Jam,Te Robaré,552080166,65243,2019,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino,69700f08-0ac4-4910-a93e-b97ebc256aa2,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T,USSD11900072,0.241,0.673,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,0.797
NLE Choppa - Camelot,NLE Choppa,Camelot,549082523,154320,2019,Hip-Hop/Rap,"['memphis hip hop', 'rap']",memphis hip hop,rap,Unknown,c7be0085-9ac0-4ed1-9a97-38288bd8beee,https://open.spotify.com/track/44sYqNBttbXNxya33FJ3Dj,USWB11901876,0.0849,0.787,0.713,0,7,0.717,-5.252,1,0.401,175.046,0.761
The Chainsmokers - Who Do You Love,The Chainsmokers,Who Do You Love,548465151,62872,2019,Pop,['pop'],pop,Unknown,Unknown,672f31b3-13e3-42d8-af35-48c82131197f,https://open.spotify.com/track/2fVHrSxsQbJUuj9MW9zG1e,USQX91803661,0.0101,0.51,0.846,0,3,0.208,-4.595,1,0.0461,139.927,0.475
Liana Flores - rises the moon,Liana Flores,rises the moon,546834614,687743,2019,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown,25467aac-71c1-4518-ab72-e40ae31ba5f4,https://open.spotify.com/track/51Grh1RyUDcMBbpuyUIUHI,QZDA61986777,0.947,0.483,0.129,0.145,5,0.106,-20.149,0,0.0349,137.35,0.203
Roddy Ricch - High Fashion,Roddy Ricch,High Fashion,546026996,91887,2019,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap,68e1f90a-c8b4-4252-96ed-18b08a236243,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,USAT21906985,0.269,0.831,0.499,0,11,0.3,-8.442,0,0.114,97.956,0.511
Labrinth - All For Us,Labrinth,All For Us,545961668,330880,2019,Pop,"['indie poptimism', 'pop']",indie poptimism,pop,Unknown,73a6db3e-fa46-4356-9da0-5b8c5f042c37,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG,USUG11902729,0.0165,0.348,0.652,0.000264,3,0.33,-7.145,1,0.0931,70.956,0.172
